road_id,plate,pass_time,speed_kmh,vehicle_type,lane_no
RD-94800,京U34783,2025-06-02 17:16:38,52,car,3
RD-14705,陕E43483,2025-06-01 05:27:08,113,bus,1
RD-28356,苏L67659,2025-06-06 19:31:33,43,truck,4
RD-38518,津A48430,2025-06-06 06:46:01,42,car,2
RD-74461,粤C76637,2025-06-01 08:21:18,26,motorcycle,1
RD-60026,豫A28796,2025-06-02 15:30:13,95,bus,1
RD-17303,沪R85989,2025-06-01 16:11:00,99,truck,1
RD-89613,赣B94002,2025-06-06 17:12:55,23,car,1
RD-68049,豫A28796,2025-06-02 18:46:31,28,car,4
RD-88054,黑Q95251,2025-06-02 16:27:17,44,bus,3
RD-19332,津P64084,2025-06-01 07:21:35,49,bus,3
RD-80345,鲁K76927,2025-06-05 10:13:58,55,motorcycle,4
RD-74461,辽Z45626,2025-06-05 14:19:00,92,truck,3
RD-94800,贵D89799,2025-06-01 08:13:59,32,bus,3
RD-59752,粤W61274,2025-06-04 09:02:47,81,bus,1
RD-42922,苏H71917,2025-06-01 03:25:04,80,bus,2
RD-47857,鄂L78447,2025-06-07 13:06:53,114,motorcycle,3
RD-59852,粤M14690,2025-06-01 23:10:18,97,motorcycle,1
RD-42922,渝R75103,2025-06-03 18:01:39,22,bus,2
RD-50199,沪L00929,2025-06-02 10:20:23,60,bus,4
RD-42922,豫C23651,2025-06-05 20:27:42,100,car,3
RD-65194,辽C29212,2025-06-02 17:08:17,44,car,4
RD-76046,新U31433,2025-06-04 06:00:42,55,truck,4
RD-29468,甘M45035,2025-06-06 03:42:45,48,bus,4
RD-68269,沪C83080,2025-06-05 05:05:24,67,car,1
RD-74461,沪R85989,2025-06-05 07:26:12,54,motorcycle,1
RD-60026,闽N73620,2025-06-02 07:47:25,37,truck,1
RD-40171,晋G72243,2025-06-01 21:43:04,106,motorcycle,4
RD-30428,贵E06641,2025-06-06 17:21:15,50,truck,3
RD-88054,沪H73202,2025-06-04 18:09:21,37,motorcycle,1
RD-74461,苏G99914,2025-06-04 12:52:07,99,motorcycle,3
RD-92869,津A47291,2025-06-03 10:42:32,103,bus,1
RD-13357,藏V27821,2025-06-07 07:56:02,34,bus,1
RD-75458,宁F27145,2025-06-07 08:35:55,26,car,1
RD-19332,鲁H84942,2025-06-07 08:33:19,42,bus,4
RD-15488,皖D18985,2025-06-05 07:50:00,43,truck,4
RD-28356,甘S37505,2025-06-04 18:24:36,41,bus,2
RD-13357,新A02228,2025-06-05 17:34:21,28,truck,4
RD-75458,云W23200,2025-06-04 19:50:58,68,bus,2
RD-38518,鲁S07760,2025-06-03 21:42:54,89,motorcycle,3
RD-38518,辽P66600,2025-06-03 10:59:55,119,motorcycle,3
RD-42922,苏U04401,2025-06-06 07:40:03,31,car,3
RD-29468,豫F43722,2025-06-05 06:16:38,92,car,3
RD-10255,鄂Q42996,2025-06-07 19:01:48,74,truck,4
RD-11106,沪C79852,2025-06-05 14:59:50,103,motorcycle,4
RD-12077,沪R85989,2025-06-01 21:20:22,86,bus,1
RD-59045,辽C66950,2025-06-03 20:29:00,41,car,3
RD-15488,闽U44628,2025-06-05 13:12:58,62,bus,3
RD-80345,津D03375,2025-06-05 17:29:01,53,motorcycle,1
RD-65194,豫Q81113,2025-06-05 20:50:08,116,truck,2
RD-76046,藏L38643,2025-06-02 00:08:04,105,car,3
RD-63576,京R72773,2025-06-04 17:28:35,28,truck,4
RD-89119,蒙G57849,2025-06-02 08:51:11,30,truck,3
RD-80345,甘A25897,2025-06-06 17:48:08,45,car,2
RD-88054,黑J68298,2025-06-02 17:56:16,39,motorcycle,1
RD-77987,豫V81429,2025-06-05 08:47:21,26,truck,3
RD-15488,辽R89069,2025-06-03 19:39:04,111,car,2
RD-50204,沪P70263,2025-06-04 19:56:29,58,car,4
RD-74461,黑H28241,2025-06-04 08:52:00,15,truck,3
RD-51757,青X53906,2025-06-05 10:03:54,48,bus,2
RD-92869,黑J54290,2025-06-07 04:19:35,97,truck,4
RD-29468,鄂U07329,2025-06-03 21:27:42,86,car,3
RD-80345,闽M09800,2025-06-07 08:28:15,29,truck,4
RD-89613,粤P06456,2025-06-02 08:37:04,39,motorcycle,2
RD-88767,皖H54415,2025-06-03 18:32:13,42,truck,3
RD-94800,辽C66950,2025-06-07 08:07:04,38,truck,3
RD-89613,皖V00041,2025-06-01 22:47:59,71,bus,1
RD-59752,津C26412,2025-06-02 17:31:13,37,truck,3
RD-63576,湘E32317,2025-06-02 08:02:37,36,car,2
RD-40951,京U34783,2025-06-03 12:40:48,82,car,4
RD-50204,辽K28099,2025-06-06 19:25:40,71,truck,1
RD-65194,赣T40834,2025-06-04 07:50:35,19,bus,3
RD-37171,沪L00929,2025-06-01 07:42:38,31,bus,4
RD-37171,京R72773,2025-06-02 08:37:01,30,truck,4
RD-74461,鲁Z15634,2025-06-03 15:53:41,104,bus,1
RD-59012,青U82636,2025-06-03 13:16:53,112,motorcycle,1
RD-51757,辽H98234,2025-06-04 17:31:34,19,truck,4
RD-32096,甘M45035,2025-06-05 05:44:17,64,motorcycle,3
RD-14705,苏N25213,2025-06-03 08:20:43,26,truck,1
RD-42922,黑V11836,2025-06-01 10:37:22,97,truck,3
RD-40951,琼S50287,2025-06-02 17:16:13,50,truck,4
RD-76046,蒙G57849,2025-06-05 11:36:19,87,motorcycle,4
RD-68049,青X53906,2025-06-04 08:49:41,16,motorcycle,2
RD-30428,京R72773,2025-06-03 05:11:17,46,truck,4
RD-89119,鲁S07760,2025-06-06 17:38:47,21,motorcycle,4
RD-42510,渝Y32710,2025-06-07 07:40:10,55,car,4
RD-65814,琼S74190,2025-06-05 20:30:26,55,motorcycle,1
RD-32096,蒙L32540,2025-06-06 18:14:48,51,motorcycle,4
RD-59752,闽W83036,2025-06-07 16:10:51,108,car,1
RD-11106,甘M45035,2025-06-03 19:42:17,65,car,4
RD-59045,藏W75644,2025-06-04 17:54:36,23,bus,1
RD-81084,黑Q95251,2025-06-02 07:41:06,15,bus,3
RD-47857,蒙V14604,2025-06-06 00:15:01,44,motorcycle,3
RD-59752,豫F11936,2025-06-04 11:18:18,70,bus,2
RD-76046,陕U43302,2025-06-01 09:12:29,102,car,3
RD-77987,豫Q81113,2025-06-03 06:42:47,57,truck,1
RD-59752,新U31433,2025-06-02 18:46:05,47,truck,1
RD-32096,沪M06244,2025-06-07 07:02:27,37,bus,2
RD-40171,沪P70263,2025-06-03 20:39:45,65,bus,2
RD-94800,沪M06244,2025-06-02 17:44:20,52,truck,3
RD-13357,晋T23953,2025-06-02 10:01:18,40,bus,4
RD-76046,赣X13293,2025-06-02 07:44:04,21,truck,2
RD-94800,粤C76637,2025-06-01 10:18:59,96,car,2
RD-88054,云W23200,2025-06-06 18:51:23,25,bus,2
RD-18149,京U34783,2025-06-06 00:11:04,117,car,2
RD-50204,鲁S07760,2025-06-03 17:09:35,15,motorcycle,3
RD-92582,沪F90948,2025-06-07 15:36:03,56,motorcycle,4
RD-74461,豫T72905,2025-06-05 17:41:56,28,truck,2
RD-59852,鄂P08242,2025-06-02 09:09:12,41,car,4
RD-41935,辽M45508,2025-06-05 12:28:55,91,truck,3
RD-51757,浙E09063,2025-06-03 18:52:31,31,car,4
RD-18149,辽P66600,2025-06-01 07:38:33,47,truck,3
RD-88767,黑H28241,2025-06-02 17:27:59,43,motorcycle,3
RD-59852,沪R85989,2025-06-06 12:43:39,85,motorcycle,1
RD-41935,赣T40834,2025-06-05 08:29:53,16,car,1
RD-80345,苏C77089,2025-06-07 06:49:27,79,bus,3
RD-75458,津P64084,2025-06-04 00:52:06,58,bus,2
RD-60026,豫F11936,2025-06-03 06:10:07,105,car,2
RD-92869,辽Z45626,2025-06-07 18:55:07,35,bus,4
RD-94800,皖H54415,2025-06-07 17:03:10,42,truck,2
RD-94800,辽R89069,2025-06-03 10:18:00,108,bus,1
RD-94800,津A48430,2025-06-03 21:08:10,113,bus,2
RD-18149,晋L72697,2025-06-02 17:50:13,50,truck,4
RD-12077,湘E32317,2025-06-06 06:14:01,102,truck,1
RD-88767,皖F57114,2025-06-06 16:11:21,86,truck,2
RD-70214,浙X86258,2025-06-06 17:06:10,47,car,1
RD-42510,蒙L32540,2025-06-02 18:38:09,20,bus,2
RD-70214,黑J54290,2025-06-01 19:11:33,79,bus,2
RD-28356,鄂P08242,2025-06-02 19:30:27,90,bus,1
RD-14705,渝Y32710,2025-06-01 18:53:51,47,truck,2
RD-63576,黑S82949,2025-06-04 12:20:43,79,car,2
RD-89119,宁X06671,2025-06-07 18:26:36,54,car,1
RD-65814,苏F50638,2025-06-03 07:18:11,48,motorcycle,1
RD-51757,辽R89069,2025-06-04 11:56:38,46,truck,2
RD-81084,辽K28099,2025-06-02 06:11:45,91,bus,3
RD-88767,苏N25213,2025-06-07 16:05:35,109,truck,1
RD-89613,湘X10175,2025-06-05 12:28:26,87,car,3
RD-59852,浙C10083,2025-06-07 07:26:57,50,bus,2
RD-88767,津M91358,2025-06-01 20:47:44,115,bus,3
RD-47857,云Q91859,2025-06-06 22:47:45,68,bus,3
RD-50204,鲁S07760,2025-06-02 18:20:49,38,motorcycle,2
RD-59752,吉W86981,2025-06-03 14:47:29,69,truck,3
RD-42510,浙U20213,2025-06-02 08:22:53,36,motorcycle,3
RD-68049,津A48430,2025-06-05 12:08:23,106,car,1
RD-76046,宁D90487,2025-06-03 07:15:28,48,car,3
RD-73274,辽Z45626,2025-06-01 07:15:56,29,car,4
RD-50199,鄂R40421,2025-06-03 07:47:56,43,truck,4
RD-50204,津N08122,2025-06-03 17:08:36,32,bus,4
RD-15488,苏J52383,2025-06-05 20:35:37,40,truck,1
RD-59752,辽K28099,2025-06-04 08:08:13,53,car,2
RD-18149,京P84276,2025-06-03 07:40:04,39,car,3
RD-17303,渝S62730,2025-06-01 07:03:27,35,bus,1
RD-88054,藏V27821,2025-06-04 20:15:02,53,motorcycle,3
RD-42922,陕W08395,2025-06-05 06:48:41,63,bus,1
RD-68269,黑J54290,2025-06-06 05:09:28,78,car,4
RD-17303,豫F43722,2025-06-04 00:18:31,96,bus,1
RD-38518,豫W80806,2025-06-04 19:27:07,93,car,2
RD-15488,豫W80806,2025-06-06 05:56:01,115,bus,2
RD-40171,陕U43302,2025-06-01 18:02:42,29,truck,4
RD-50199,青V56332,2025-06-06 17:47:03,18,motorcycle,4
RD-28356,浙C10083,2025-06-07 08:21:24,54,motorcycle,1
RD-68049,粤E45931,2025-06-01 18:22:01,28,truck,2
RD-18149,渝T72068,2025-06-07 13:00:29,110,bus,2
RD-41787,赣P46947,2025-06-04 18:46:37,23,car,1
RD-76046,桂Z80717,2025-06-06 06:45:57,60,truck,1
RD-65814,宁X06671,2025-06-02 09:23:34,79,truck,4
RD-80345,吉F83362,2025-06-05 15:12:36,51,motorcycle,1
RD-37171,苏C93737,2025-06-05 22:07:43,100,car,3
RD-60026,皖M80974,2025-06-05 16:07:56,90,car,1
RD-92869,贵N22327,2025-06-07 08:41:00,39,motorcycle,2
RD-13357,鲁Z76351,2025-06-02 13:50:46,73,bus,4
RD-41935,沪C79852,2025-06-05 20:27:47,82,car,2
RD-41935,闽J80363,2025-06-03 17:38:51,42,truck,3
RD-17303,沪S65106,2025-06-06 07:57:22,42,motorcycle,2
RD-28356,浙V28890,2025-06-04 08:12:57,17,truck,3
RD-94800,粤P06456,2025-06-04 18:36:43,20,motorcycle,3
RD-28356,湘E88250,2025-06-01 17:45:27,54,motorcycle,1
RD-59852,闽M09800,2025-06-01 18:09:07,19,car,1
RD-59012,宁F27145,2025-06-04 16:38:48,50,motorcycle,1
RD-17303,沪M06244,2025-06-01 15:19:13,58,truck,4
RD-42922,苏P06588,2025-06-05 06:55:06,85,truck,2
RD-68269,辽R89069,2025-06-03 19:26:18,49,car,2
RD-41787,黑H28241,2025-06-03 12:37:26,119,motorcycle,3
RD-88054,鄂S79160,2025-06-02 09:44:23,52,bus,3
RD-59045,琼S48954,2025-06-01 08:06:01,21,bus,3
RD-59045,京R72773,2025-06-01 00:07:10,99,car,4
RD-81084,辽M45508,2025-06-06 18:57:38,39,car,1
RD-92582,云W23200,2025-06-04 05:48:55,54,truck,3
RD-30428,闽W83036,2025-06-04 18:23:52,29,motorcycle,3
RD-59045,鄂C15661,2025-06-05 17:43:35,49,car,3
RD-94800,青V56332,2025-06-06 06:32:54,57,truck,1
RD-68269,宁Y55968,2025-06-04 21:42:10,98,truck,2
RD-60026,苏R45376,2025-06-04 19:21:04,112,bus,2
RD-68269,苏N25213,2025-06-01 17:48:53,19,bus,1
RD-42922,藏V27821,2025-06-07 07:31:15,27,motorcycle,1
RD-42922,鄂L78447,2025-06-05 10:14:19,66,motorcycle,2
RD-11106,鲁Z76351,2025-06-01 12:07:33,111,truck,2
RD-42510,陕W08395,2025-06-02 10:08:04,73,bus,3
RD-38518,湘E32317,2025-06-02 19:51:17,73,bus,4
RD-50199,鲁P57236,2025-06-07 08:43:59,42,car,2
RD-47857,吉W86981,2025-06-03 08:18:56,32,truck,1
RD-94800,冀L70802,2025-06-02 06:07:22,82,bus,1
RD-14705,新F67512,2025-06-07 12:26:38,57,car,3
RD-42922,贵N22327,2025-06-01 06:58:06,56,car,4
RD-63576,苏P06588,2025-06-05 06:13:42,103,truck,1
RD-80345,新F67512,2025-06-07 19:03:03,99,bus,1
RD-13357,苏R45376,2025-06-07 05:34:44,80,bus,2
RD-11106,京U34783,2025-06-06 08:25:22,48,bus,3
RD-50199,川B36269,2025-06-01 18:00:41,29,bus,4
RD-68049,皖D18985,2025-06-02 06:48:18,92,motorcycle,4
RD-73274,辽C66950,2025-06-02 05:13:52,79,truck,3
RD-92869,鲁Y40405,2025-06-06 06:59:00,42,car,3
RD-15488,豫A28796,2025-06-01 18:19:44,42,bus,3
RD-92582,豫T72905,2025-06-05 08:21:09,38,bus,4
RD-88767,皖Z72316,2025-06-04 09:11:26,49,car,2
RD-50199,沪S65106,2025-06-07 22:05:13,63,bus,3
RD-76046,黑V11836,2025-06-04 08:43:56,19,truck,1
RD-18149,吉D44076,2025-06-06 21:28:35,107,car,1
RD-89613,渝T72068,2025-06-07 18:29:04,42,truck,1
RD-89613,豫W80806,2025-06-05 13:10:32,82,motorcycle,3
RD-29468,浙X86258,2025-06-07 19:37:32,64,truck,3
RD-81084,豫T72905,2025-06-03 08:13:17,41,car,3
RD-37171,新U31433,2025-06-01 07:03:32,40,bus,1
RD-80345,晋Y81799,2025-06-06 20:03:35,54,bus,2
RD-92869,贵E06641,2025-06-05 23:56:18,87,car,4
RD-59852,蒙S93370,2025-06-02 04:11:05,52,motorcycle,1
RD-15488,鄂R40421,2025-06-07 18:13:54,52,truck,3
RD-14705,云Q91859,2025-06-06 20:33:43,99,bus,3
RD-17303,辽Y41675,2025-06-07 06:05:28,88,truck,3
RD-80345,黑H28241,2025-06-01 11:30:32,57,bus,3
RD-59012,青V56332,2025-06-03 18:25:18,40,motorcycle,2
RD-42922,鲁Z76351,2025-06-06 21:33:13,80,truck,2
RD-68269,甘A25897,2025-06-07 19:55:12,68,truck,4
RD-30428,沪H73202,2025-06-04 18:32:23,21,motorcycle,2
RD-65194,鄂L78447,2025-06-03 17:53:15,22,bus,1
RD-47857,藏J05256,2025-06-06 06:52:17,41,motorcycle,4
RD-29468,新V80898,2025-06-06 11:20:26,97,car,2
RD-37171,苏C93737,2025-06-04 13:02:43,73,motorcycle,2
RD-32096,皖J96851,2025-06-03 21:34:08,113,motorcycle,4
RD-59852,辽K28099,2025-06-05 17:04:41,54,motorcycle,3
RD-65194,藏M29827,2025-06-04 18:19:16,44,car,2
RD-89119,苏H71917,2025-06-01 09:51:46,90,motorcycle,4
RD-65194,桂U75373,2025-06-05 07:35:21,23,motorcycle,1
RD-14705,湘E79189,2025-06-04 08:51:44,46,bus,2
RD-12077,晋G72243,2025-06-07 16:04:16,72,car,1
RD-63576,津W80368,2025-06-03 22:23:04,107,car,4
RD-81084,沪L00929,2025-06-02 18:34:50,19,bus,3
RD-41787,宁X06671,2025-06-01 05:40:02,72,truck,2
RD-40951,皖G90703,2025-06-04 08:33:12,37,car,4
RD-94800,陕B97365,2025-06-06 18:43:20,32,truck,1
RD-50204,闽N73620,2025-06-05 06:49:07,49,car,2
RD-88054,辽R89069,2025-06-03 08:12:06,17,motorcycle,2
RD-37171,晋Y81799,2025-06-02 07:10:03,29,truck,4
RD-51757,湘G80174,2025-06-02 08:14:55,18,bus,3
RD-12077,赣B94002,2025-06-01 08:52:05,18,car,2
RD-94800,赣M09878,2025-06-05 07:01:56,25,truck,3
RD-40171,豫W80806,2025-06-01 14:29:36,76,truck,1
RD-92869,桂H97026,2025-06-03 18:07:53,44,car,4
RD-63576,甘S37505,2025-06-04 08:09:21,50,motorcycle,1
RD-17303,藏M29827,2025-06-06 07:51:59,40,bus,1
RD-60026,宁D90487,2025-06-07 18:20:51,15,truck,1
RD-65814,鲁Y40405,2025-06-03 05:16:28,44,car,3
RD-92582,黑H28241,2025-06-06 17:41:02,38,car,3
RD-92582,鄂W76132,2025-06-04 09:47:59,99,car,3
RD-88767,川B36269,2025-06-05 17:20:21,43,truck,3
RD-92582,浙U20213,2025-06-03 18:55:06,26,motorcycle,2
RD-59045,宁X06671,2025-06-05 08:41:12,34,truck,4
RD-59852,鲁S07760,2025-06-06 08:53:36,49,motorcycle,4
RD-50204,沪L00929,2025-06-05 06:44:19,42,truck,2
RD-17303,苏G99914,2025-06-04 08:35:20,18,motorcycle,3
RD-81084,浙E09063,2025-06-05 14:54:44,108,motorcycle,1
RD-51757,豫W80806,2025-06-07 09:15:10,51,motorcycle,3
RD-41787,豫A28796,2025-06-01 22:55:55,66,truck,1
RD-63576,粤T34101,2025-06-03 09:00:42,42,motorcycle,4
RD-80345,晋Y81799,2025-06-05 18:33:35,44,motorcycle,3
RD-59045,鄂P08242,2025-06-01 08:23:57,43,car,3
RD-89119,豫Q81113,2025-06-03 17:32:41,22,bus,2
RD-32096,沪L00929,2025-06-05 13:35:08,74,motorcycle,4
RD-89613,沪S65106,2025-06-04 20:47:14,72,bus,1
RD-41935,鲁Y40405,2025-06-01 17:34:33,40,motorcycle,2
RD-41935,津N08122,2025-06-04 10:18:24,93,motorcycle,1
RD-40951,苏C77089,2025-06-04 08:57:26,55,bus,1
RD-17303,黑Q95251,2025-06-02 20:43:29,73,motorcycle,1
RD-74461,粤E06396,2025-06-02 14:25:38,71,bus,1
RD-37171,沪V95916,2025-06-04 18:23:36,23,truck,3
RD-42922,闽Y48211,2025-06-06 08:06:42,55,bus,1
RD-81084,沪C79852,2025-06-06 17:26:03,31,car,3
RD-60026,豫F43722,2025-06-03 08:21:53,41,car,2
RD-73274,津D03375,2025-06-05 12:29:56,43,motorcycle,4
RD-80345,沪V95916,2025-06-01 06:30:35,89,truck,2
RD-77987,湘G80174,2025-06-01 07:11:20,42,bus,2
RD-30428,辽R89069,2025-06-01 08:41:15,54,motorcycle,3
RD-89613,陕G56290,2025-06-06 20:02:16,54,car,1
RD-89613,鲁H84942,2025-06-05 08:52:28,18,car,1
RD-41787,津D03375,2025-06-02 08:32:08,41,motorcycle,3
RD-74461,青X53906,2025-06-01 18:44:03,22,bus,4
RD-38518,晋L72697,2025-06-04 17:12:34,42,truck,4
RD-50204,鄂P08242,2025-06-07 19:17:33,89,motorcycle,3
RD-12077,川Z24633,2025-06-02 09:17:33,61,truck,4
RD-60026,云W23200,2025-06-06 21:51:26,71,car,2
RD-77987,皖M80974,2025-06-03 17:53:29,32,car,3
RD-59012,辽Z45626,2025-06-06 07:10:58,19,truck,1
RD-89613,新V80898,2025-06-06 18:26:48,41,bus,2
RD-40951,皖Z72316,2025-06-05 07:34:39,23,bus,1
RD-40951,吉W86981,2025-06-01 19:10:03,54,bus,2
RD-59752,川Z24633,2025-06-01 20:02:10,73,car,2
RD-76046,豫W80806,2025-06-06 07:06:23,23,motorcycle,4
RD-19332,豫W80806,2025-06-06 17:04:06,41,motorcycle,4
RD-51757,新V76570,2025-06-05 08:09:09,16,motorcycle,4
RD-59752,川E47801,2025-06-01 16:58:27,54,car,4
RD-60026,豫F11936,2025-06-03 15:09:07,112,car,3
RD-70214,桂H97026,2025-06-05 21:59:28,79,car,4
RD-40951,粤E06396,2025-06-01 14:33:15,43,car,3
RD-65194,琼S74190,2025-06-06 17:27:54,53,bus,4
RD-59752,鄂P08242,2025-06-06 16:40:49,54,car,4
RD-70214,皖G90703,2025-06-02 17:45:24,46,car,3
RD-59045,蒙T28800,2025-06-01 10:12:19,50,car,3
RD-80345,皖D18985,2025-06-06 20:47:25,93,motorcycle,2
RD-65194,京R72773,2025-06-01 17:40:01,22,bus,4
RD-81084,云V25146,2025-06-05 06:12:43,57,bus,3
RD-10255,晋Y81799,2025-06-07 21:26:11,116,car,4
RD-70214,沪P70263,2025-06-02 16:45:12,53,truck,1
RD-68049,津N08122,2025-06-03 10:35:59,116,bus,3
RD-89119,陕G56290,2025-06-07 06:27:51,74,car,3
RD-59045,宁X06671,2025-06-04 05:37:24,68,motorcycle,1
RD-28356,京T06403,2025-06-04 10:01:45,120,truck,3
RD-12077,皖J96851,2025-06-06 22:20:23,78,truck,2
RD-73274,琼S50287,2025-06-01 06:58:06,119,motorcycle,4
RD-68049,沪V95916,2025-06-06 06:23:26,60,truck,1
RD-73274,冀L70802,2025-06-05 18:29:28,37,truck,2
RD-68269,赣P46947,2025-06-04 06:27:24,67,motorcycle,4
RD-60026,渝T29594,2025-06-03 13:40:58,68,truck,3
RD-41787,闽W83036,2025-06-06 14:24:57,80,car,2
RD-15488,陕E43483,2025-06-07 07:39:43,35,motorcycle,2
RD-68049,黑J68298,2025-06-02 18:35:26,21,car,2
RD-29468,云W23200,2025-06-06 08:48:04,24,motorcycle,2
RD-65814,青V56332,2025-06-06 17:14:33,19,truck,2
RD-30428,吉F83362,2025-06-01 17:13:57,41,bus,3
RD-29468,黑H28241,2025-06-03 15:53:10,58,motorcycle,3
RD-89613,津D03375,2025-06-02 22:31:56,100,truck,4
RD-32096,粤C76637,2025-06-05 19:52:42,62,car,3
RD-65194,皖Q65698,2025-06-01 19:33:25,110,motorcycle,3
RD-65194,皖F57114,2025-06-05 05:16:34,71,bus,3
RD-10255,湘E79189,2025-06-03 08:59:15,18,motorcycle,4
RD-88054,皖F57114,2025-06-04 01:07:32,108,motorcycle,1
RD-30428,皖Z72316,2025-06-07 18:42:17,24,truck,3
RD-59012,皖Z72316,2025-06-04 17:59:53,54,car,4
RD-65194,蒙G57849,2025-06-05 06:27:45,116,car,4
RD-88054,桂H97026,2025-06-05 06:30:10,64,truck,1
RD-68049,宁F27145,2025-06-01 18:00:44,26,car,4
RD-74461,京R72773,2025-06-06 08:18:49,18,car,4
RD-42922,青V56332,2025-06-04 13:03:05,87,truck,3
RD-65814,浙X86258,2025-06-05 07:24:24,46,car,2
RD-11106,黑V11836,2025-06-04 21:19:28,47,car,2
RD-89119,宁D90487,2025-06-03 04:00:10,64,motorcycle,1
RD-59752,青Z14074,2025-06-03 20:50:13,77,bus,4
RD-47857,皖G90703,2025-06-01 18:42:00,46,bus,2
RD-59752,苏U04401,2025-06-03 06:59:40,104,motorcycle,3
RD-88767,豫R23105,2025-06-06 03:46:34,69,motorcycle,2
RD-11106,辽K28099,2025-06-06 21:36:19,94,bus,3
RD-15488,豫A28796,2025-06-02 16:02:45,89,car,2
RD-37171,渝T29594,2025-06-06 18:44:37,35,truck,1
RD-19332,豫F43722,2025-06-04 19:20:48,70,motorcycle,3
RD-13357,桂H97026,2025-06-02 20:00:55,81,truck,2
RD-15488,皖A42632,2025-06-02 14:37:29,110,bus,1
RD-41787,沪M06244,2025-06-02 17:13:21,23,truck,2
RD-12077,湘G80174,2025-06-04 07:39:57,21,car,4
RD-17303,鲁Z15634,2025-06-04 17:54:14,22,motorcycle,1
RD-47857,沪L00929,2025-06-03 19:47:25,65,motorcycle,2
RD-42922,藏M29827,2025-06-06 18:25:26,15,truck,1
RD-59752,新A02228,2025-06-05 17:57:51,50,motorcycle,1
RD-38518,桂Z74836,2025-06-01 07:58:44,53,car,1
RD-80345,黑V11836,2025-06-04 19:08:35,71,bus,2
RD-40171,津N08122,2025-06-01 16:00:52,82,bus,4
RD-32096,冀L70802,2025-06-07 13:20:41,58,car,1
RD-51757,苏N25213,2025-06-01 09:32:12,80,truck,3
RD-32096,鲁B06252,2025-06-07 17:18:51,31,truck,4
RD-12077,冀L70802,2025-06-03 18:54:35,38,bus,1
RD-30428,云Q91859,2025-06-07 06:33:16,108,motorcycle,4
RD-74461,藏R29091,2025-06-04 17:05:42,24,bus,2
RD-37171,渝T29594,2025-06-06 13:12:58,49,truck,2
RD-88767,闽M09800,2025-06-01 16:14:23,111,truck,1
RD-59045,鲁Z76351,2025-06-07 19:30:31,101,motorcycle,3
RD-19332,渝T29594,2025-06-04 19:35:55,70,truck,2
RD-51757,黑J54290,2025-06-03 08:34:28,22,motorcycle,1
RD-68049,鄂R40421,2025-06-03 08:19:03,32,truck,3
RD-18149,鲁Z15634,2025-06-07 18:37:59,26,motorcycle,1
RD-50204,宁K34651,2025-06-02 07:42:50,16,bus,1
RD-68049,津M91358,2025-06-03 06:32:17,116,motorcycle,1
RD-68049,晋G72243,2025-06-07 07:42:51,30,motorcycle,3
RD-18149,甘S37505,2025-06-04 08:46:58,18,motorcycle,1
RD-12077,京U34783,2025-06-07 18:26:00,32,truck,4
RD-38518,辽Z45626,2025-06-04 23:48:32,75,motorcycle,3
RD-51757,辽H98234,2025-06-05 16:16:18,116,bus,1
RD-51757,宁D90487,2025-06-01 11:12:37,42,bus,4
RD-80345,陕B97365,2025-06-04 18:14:54,50,motorcycle,2
RD-38518,津A48430,2025-06-01 04:49:40,63,motorcycle,3
RD-77987,鄂Y52875,2025-06-01 08:05:47,38,truck,4
RD-74461,闽M09800,2025-06-03 09:42:12,42,motorcycle,1
RD-65194,豫R23105,2025-06-01 16:45:43,117,car,3
RD-15488,粤H06560,2025-06-05 06:21:18,95,bus,1
RD-68269,豫F37809,2025-06-05 17:26:16,38,bus,1
RD-80345,辽P66600,2025-06-03 18:54:05,41,motorcycle,4
RD-14705,豫A28796,2025-06-06 06:23:28,72,car,2
RD-77987,皖H54415,2025-06-05 19:17:49,41,bus,2
RD-89119,闽M09800,2025-06-06 08:41:59,32,bus,3
RD-19332,粤Q51733,2025-06-04 20:30:00,55,truck,3
RD-50204,豫Q81113,2025-06-07 18:27:08,27,car,4
RD-68269,宁Y55968,2025-06-06 08:12:45,29,truck,1
RD-88767,鄂Q42996,2025-06-06 07:05:55,21,motorcycle,3
RD-63576,沪L00929,2025-06-04 14:25:18,63,car,2
RD-65194,沪F90948,2025-06-04 08:20:54,35,car,3
RD-11106,晋T23953,2025-06-05 16:52:21,54,motorcycle,2
RD-73274,豫A28796,2025-06-07 02:45:19,105,truck,4
RD-41787,京T06403,2025-06-05 01:07:20,114,motorcycle,2
RD-28356,闽K16540,2025-06-04 08:15:18,25,car,3
RD-14705,豫W80806,2025-06-07 06:49:40,98,truck,2
RD-63576,辽R89069,2025-06-04 09:20:54,59,truck,3
RD-77987,豫A28796,2025-06-04 18:53:02,15,motorcycle,1
RD-92869,鄂Q42996,2025-06-02 19:20:26,80,motorcycle,1
RD-59012,藏J05256,2025-06-07 18:11:25,36,truck,4
RD-42922,津D03375,2025-06-04 06:33:27,74,motorcycle,2
RD-42510,苏U04401,2025-06-04 11:55:13,41,car,2
RD-92869,黑J54290,2025-06-01 12:05:09,70,bus,1
RD-30428,渝P07696,2025-06-02 18:01:43,25,motorcycle,1
RD-42922,皖A42632,2025-06-01 17:20:44,47,truck,3
RD-59752,浙X86258,2025-06-05 01:09:20,67,bus,3
RD-17303,黑Q95251,2025-06-04 17:34:36,18,bus,3
