road_id,record_time,avg_speed,traffic_flow,jam_level,congestion_index
RD-42922,2025-06-07 00:11:40,79.8,255,3,7.0
RD-50204,2025-06-01 16:23:13,69.5,443,1,5.43
RD-15488,2025-06-06 17:06:00,32.6,774,4,2.38
RD-41935,2025-06-03 07:57:41,27.8,1157,3,9.04
RD-50204,2025-06-03 08:02:19,28.7,989,5,8.98
RD-59045,2025-06-06 09:54:48,50.8,92,1,0.58
RD-15488,2025-06-05 22:53:31,62.8,399,2,8.99
RD-12077,2025-06-05 20:21:53,57.8,178,3,8.19
RD-28356,2025-06-03 18:28:00,24.4,1107,4,9.14
RD-89119,2025-06-06 06:51:14,45.5,176,1,1.75
RD-50204,2025-06-02 12:14:40,37.4,328,2,5.18
RD-77987,2025-06-02 18:38:05,36.6,341,5,6.99
RD-41787,2025-06-02 08:33:02,23.7,431,5,5.25
RD-17303,2025-06-01 07:44:45,38.6,1089,3,6.96
RD-18149,2025-06-07 09:03:54,47.0,249,2,7.27
RD-11106,2025-06-02 15:02:02,61.4,101,3,6.75
RD-59852,2025-06-06 17:20:13,33.1,529,4,1.1
RD-50204,2025-06-06 16:15:59,51.3,142,2,5.59
RD-15488,2025-06-04 08:34:18,20.7,876,5,6.74
RD-68269,2025-06-07 06:54:07,91.7,193,2,6.03
RD-75458,2025-06-01 09:53:44,51.1,222,2,1.17
RD-59752,2025-06-06 05:50:59,34.6,21,2,6.63
RD-77987,2025-06-05 08:04:12,30.5,1230,5,1.74
RD-41935,2025-06-01 21:20:40,67.6,98,3,9.51
RD-10255,2025-06-02 17:00:32,11.8,1188,5,4.54
RD-59752,2025-06-07 14:34:01,44.9,152,3,3.94
RD-73274,2025-06-03 08:25:33,26.1,454,3,6.75
RD-47857,2025-06-04 06:03:23,67.7,297,1,2.28
RD-75458,2025-06-06 21:09:53,50.1,83,2,0.1
RD-10255,2025-06-03 08:59:57,27.2,627,3,5.74
RD-77987,2025-06-01 07:03:46,40.5,470,5,7.0
RD-51757,2025-06-03 20:31:55,50.4,110,2,6.55
RD-17303,2025-06-01 18:30:32,12.0,1175,3,5.62
RD-42922,2025-06-01 08:23:36,23.7,1057,5,9.36
RD-40171,2025-06-06 11:46:39,75.1,111,3,8.72
RD-12077,2025-06-06 18:59:44,19.8,1453,4,9.93
RD-89613,2025-06-03 07:41:43,28.8,402,3,6.89
RD-28356,2025-06-01 05:17:04,64.0,336,3,6.15
RD-80345,2025-06-02 08:04:51,19.7,469,5,9.17
RD-63576,2025-06-01 18:06:16,40.5,1055,3,5.91
RD-29468,2025-06-04 16:55:46,43.7,363,3,8.34
RD-63576,2025-06-05 08:31:00,26.8,1234,5,5.84
RD-70214,2025-06-02 08:39:22,19.1,1207,5,9.88
RD-89613,2025-06-06 09:58:01,34.6,490,2,9.73
RD-70214,2025-06-06 05:57:54,36.1,447,2,4.08
RD-65194,2025-06-05 06:41:09,80.2,339,1,3.09
RD-38518,2025-06-03 07:33:38,29.3,729,4,9.77
RD-70214,2025-06-02 00:00:40,83.7,323,2,6.69
RD-50204,2025-06-04 08:52:04,10.6,1216,3,5.49
RD-28356,2025-06-02 19:04:06,74.9,364,3,7.21
RD-89119,2025-06-06 14:18:42,57.2,201,3,7.94
RD-81084,2025-06-02 03:14:35,84.6,129,3,6.84
RD-17303,2025-06-01 11:36:59,60.7,168,2,0.65
RD-68049,2025-06-02 06:29:04,43.9,415,2,8.82
RD-17303,2025-06-02 08:43:24,25.6,901,3,6.64
RD-42510,2025-06-06 08:08:35,20.6,493,4,8.51
RD-47857,2025-06-03 19:02:00,26.0,72,3,6.15
RD-59852,2025-06-01 21:42:25,43.7,387,3,7.91
RD-17303,2025-06-07 22:44:36,49.5,403,2,3.35
RD-38518,2025-06-02 14:13:24,56.8,41,3,4.72
RD-70214,2025-06-05 08:47:56,31.0,435,4,7.98
RD-73274,2025-06-01 08:11:57,36.6,825,4,9.12
RD-51757,2025-06-04 07:58:25,25.0,667,4,6.16
RD-14705,2025-06-02 14:46:05,86.7,495,3,0.65
RD-28356,2025-06-02 02:06:53,60.1,461,2,0.54
RD-29468,2025-06-03 17:21:12,23.5,1147,4,8.46
RD-59045,2025-06-06 22:13:28,39.6,308,2,1.94
RD-92582,2025-06-06 18:18:23,14.1,847,4,8.08
RD-92582,2025-06-01 17:48:54,29.7,608,4,4.68
RD-68269,2025-06-01 17:45:30,24.4,1175,5,9.91
RD-42510,2025-06-01 20:48:33,48.4,316,1,7.66
RD-81084,2025-06-04 20:32:20,68.4,114,2,2.77
RD-12077,2025-06-04 17:32:59,11.0,525,3,6.4
RD-38518,2025-06-04 16:01:58,39.6,120,3,1.72
RD-42922,2025-06-07 10:55:15,48.4,465,2,9.15
RD-19332,2025-06-02 06:45:01,87.8,381,2,9.04
RD-92869,2025-06-07 17:21:30,32.6,1376,3,5.27
RD-92582,2025-06-02 08:22:33,31.1,412,3,8.44
RD-40951,2025-06-07 22:45:53,47.1,483,2,1.63
RD-92582,2025-06-05 10:39:21,33.5,343,2,8.97
RD-42922,2025-06-01 15:57:26,65.5,159,1,2.64
RD-17303,2025-06-01 16:47:35,88.8,409,3,9.02
RD-11106,2025-06-06 09:05:05,83.1,213,1,3.23
RD-75458,2025-06-05 17:58:41,19.0,564,4,5.36
RD-50199,2025-06-06 13:48:36,77.9,400,1,8.95
RD-40951,2025-06-04 06:21:28,82.5,242,2,7.83
RD-38518,2025-06-04 08:14:57,35.5,698,4,8.18
RD-19332,2025-06-03 04:55:17,34.4,82,1,4.86
RD-29468,2025-06-03 06:27:29,51.8,208,2,3.3
RD-77987,2025-06-07 17:43:18,27.2,599,3,6.0
RD-40171,2025-06-03 21:22:31,60.1,45,2,7.14
RD-59012,2025-06-04 14:42:48,82.0,283,2,0.74
RD-92582,2025-06-05 20:48:43,40.6,60,3,0.42
RD-12077,2025-06-05 13:35:58,56.4,366,3,1.64
RD-50204,2025-06-07 08:13:36,23.1,694,4,7.73
RD-13357,2025-06-07 14:01:35,61.5,221,1,2.3
RD-32096,2025-06-02 18:38:10,11.1,293,3,5.3
RD-68269,2025-06-07 17:03:35,34.2,905,5,8.28
RD-10255,2025-06-03 15:05:56,58.5,83,2,6.03
RD-76046,2025-06-03 17:28:08,39.4,1396,5,8.88
RD-89119,2025-06-06 18:47:07,6.8,995,3,8.88
RD-65194,2025-06-02 09:57:31,31.2,246,3,1.02
RD-30428,2025-06-07 09:06:20,53.4,373,2,1.11
RD-15488,2025-06-01 09:37:35,69.8,299,2,7.43
RD-70214,2025-06-02 17:12:01,24.0,311,5,2.82
RD-59012,2025-06-07 09:08:46,45.6,235,2,4.03
RD-19332,2025-06-07 21:42:35,86.0,28,2,6.82
RD-88054,2025-06-06 09:38:35,74.4,459,2,7.82
RD-30428,2025-06-05 08:16:57,30.1,811,4,7.38
RD-89613,2025-06-03 11:09:56,58.5,368,2,1.56
RD-12077,2025-06-06 12:26:53,57.5,424,3,3.56
RD-75458,2025-06-06 08:17:45,32.1,1089,5,5.52
RD-51757,2025-06-03 06:19:11,39.4,270,2,7.08
RD-30428,2025-06-05 18:33:17,36.6,800,4,8.52
RD-14705,2025-06-04 19:30:12,76.9,418,3,6.85
RD-74461,2025-06-02 17:35:40,36.5,1191,5,9.04
RD-59752,2025-06-06 22:07:03,40.3,231,1,0.26
RD-37171,2025-06-02 18:28:55,43.2,542,3,1.16
RD-10255,2025-06-03 18:18:19,31.0,964,5,4.22
RD-70214,2025-06-06 17:16:45,19.5,1370,3,6.97
RD-12077,2025-06-06 18:38:07,11.9,1252,4,9.4
RD-89119,2025-06-06 17:47:39,14.5,282,4,7.78
RD-32096,2025-06-04 11:08:17,84.4,494,3,9.2
RD-15488,2025-06-07 18:57:42,14.4,1031,5,5.56
RD-89119,2025-06-03 15:31:31,44.7,66,3,6.98
RD-76046,2025-06-03 13:30:44,72.9,437,2,4.95
RD-42510,2025-06-06 18:07:56,30.3,316,4,6.51
RD-89119,2025-06-06 07:57:15,16.2,628,4,9.67
RD-88767,2025-06-03 19:40:25,42.1,339,1,8.17
RD-17303,2025-06-02 17:44:13,33.1,1099,3,2.04
RD-59012,2025-06-01 00:05:57,36.4,211,2,4.58
RD-40951,2025-06-04 07:13:24,23.4,802,4,6.67
RD-65814,2025-06-06 13:10:16,73.6,279,2,0.12
RD-41787,2025-06-02 18:57:06,35.8,1479,3,6.5
RD-59012,2025-06-03 15:16:36,80.1,491,3,7.98
RD-60026,2025-06-07 07:06:36,26.1,1221,3,8.17
RD-13357,2025-06-04 09:04:34,48.3,523,2,1.5
RD-89613,2025-06-04 08:39:33,28.9,1080,5,0.46
RD-76046,2025-06-03 08:21:41,9.5,1329,3,8.42
RD-19332,2025-06-03 06:35:51,67.4,425,3,9.77
RD-41935,2025-06-05 06:43:58,56.8,382,3,3.07
RD-68269,2025-06-06 06:19:00,42.5,234,3,4.64
RD-81084,2025-06-02 18:35:37,19.7,1306,4,5.19
RD-50204,2025-06-05 17:33:17,21.4,845,3,5.46
RD-30428,2025-06-02 07:16:14,31.5,301,4,9.34
RD-65194,2025-06-07 18:12:08,11.0,494,4,9.52
RD-89613,2025-06-04 02:32:11,83.8,505,2,5.44
RD-40951,2025-06-03 07:55:15,11.9,662,3,9.25
RD-12077,2025-06-02 13:32:57,41.5,329,2,4.45
RD-65814,2025-06-02 08:15:41,33.9,1251,3,9.13
RD-92582,2025-06-02 18:17:35,13.9,1146,4,4.02
RD-59012,2025-06-06 12:47:34,79.0,306,2,3.79
RD-28356,2025-06-07 20:10:57,50.4,308,1,5.94
RD-89613,2025-06-03 17:03:19,28.2,1199,4,6.27
RD-68049,2025-06-06 10:39:59,39.1,340,3,9.74
RD-68269,2025-06-03 08:59:59,19.5,393,4,0.18
RD-30428,2025-06-06 17:56:15,22.2,1261,3,9.16
RD-10255,2025-06-01 19:16:17,33.5,82,2,6.02
RD-30428,2025-06-03 11:36:09,31.0,501,3,1.48
RD-40951,2025-06-01 19:24:26,91.0,329,3,7.12
RD-41935,2025-06-01 08:06:59,28.6,618,3,5.84
RD-59045,2025-06-07 11:35:14,93.4,133,1,9.02
RD-88054,2025-06-03 09:37:33,71.1,287,1,2.8
RD-13357,2025-06-07 19:41:25,47.6,450,1,7.11
RD-40171,2025-06-04 16:03:30,66.5,410,2,6.88
RD-41935,2025-06-06 20:43:01,66.6,71,1,0.85
RD-40951,2025-06-01 14:10:09,37.1,34,3,5.57
RD-40171,2025-06-04 18:13:03,21.9,1348,4,7.54
RD-88054,2025-06-05 16:44:25,36.1,159,3,8.69
RD-59012,2025-06-06 08:06:50,22.6,353,3,6.87
RD-30428,2025-06-05 15:45:36,45.9,255,2,8.04
RD-10255,2025-06-03 14:31:22,49.5,486,3,0.28
RD-76046,2025-06-05 17:02:59,36.3,808,4,8.59
RD-41787,2025-06-03 14:04:14,55.9,373,3,8.49
RD-51757,2025-06-01 14:47:05,56.2,144,1,6.35
RD-60026,2025-06-01 09:01:50,77.3,260,3,4.03
RD-94800,2025-06-01 08:42:53,23.5,982,3,4.88
RD-80345,2025-06-01 07:29:35,33.2,920,4,6.04
RD-29468,2025-06-03 14:23:56,67.4,473,1,3.27
RD-59012,2025-06-04 13:54:51,36.9,45,1,7.74
RD-11106,2025-06-02 05:30:37,79.4,357,1,4.51
RD-60026,2025-06-07 07:58:12,43.9,1468,3,3.62
RD-41935,2025-06-02 01:57:02,62.6,256,2,5.82
RD-42510,2025-06-07 19:27:31,73.6,132,1,4.18
RD-89613,2025-06-01 07:07:45,8.8,581,3,6.12
RD-59012,2025-06-05 07:24:03,27.0,620,5,7.94
RD-68269,2025-06-07 00:52:41,39.0,339,3,4.6
RD-89119,2025-06-01 16:15:30,62.8,408,3,5.9
RD-47857,2025-06-07 00:30:02,84.4,381,1,2.97
RD-88767,2025-06-01 17:08:53,24.7,1429,4,9.14
RD-17303,2025-06-02 18:08:50,36.4,858,3,4.7
RD-13357,2025-06-05 13:56:59,39.1,470,3,7.14
RD-28356,2025-06-03 17:45:21,13.3,421,3,5.64
RD-12077,2025-06-05 07:17:39,34.1,874,3,8.76
RD-32096,2025-06-04 00:20:51,49.7,316,3,0.61
RD-40171,2025-06-01 16:40:25,69.6,118,3,2.65
RD-11106,2025-06-05 15:55:43,78.2,111,1,1.94
RD-50204,2025-06-07 08:34:13,12.1,373,3,5.02
RD-59012,2025-06-06 09:58:48,62.1,277,1,4.59
RD-68269,2025-06-01 22:12:24,33.9,67,3,4.11
RD-75458,2025-06-03 22:19:40,38.7,271,3,8.64
RD-12077,2025-06-07 05:23:29,70.5,521,3,0.4
RD-51757,2025-06-06 18:38:31,32.8,516,3,9.22
RD-74461,2025-06-02 10:44:41,82.2,119,3,5.68
RD-12077,2025-06-01 07:05:39,25.5,1375,4,9.02
RD-92582,2025-06-04 13:25:54,68.3,420,1,4.71
RD-18149,2025-06-03 20:51:43,40.1,233,3,4.95
RD-81084,2025-06-06 09:45:11,44.4,462,1,7.59
RD-10255,2025-06-06 14:44:48,47.5,331,1,9.64
RD-59045,2025-06-04 06:37:28,54.8,255,2,3.37
RD-74461,2025-06-05 21:41:21,39.6,228,3,0.8
RD-76046,2025-06-02 20:24:04,53.2,375,2,2.45
RD-77987,2025-06-01 17:15:39,18.7,1228,4,7.66
RD-59752,2025-06-03 08:43:57,17.7,1447,3,4.26
RD-37171,2025-06-06 19:48:30,46.9,287,3,1.09
RD-12077,2025-06-03 07:40:38,28.0,383,4,9.41
RD-92582,2025-06-03 11:19:41,65.3,123,1,4.83
RD-18149,2025-06-05 19:22:17,42.5,384,3,6.26
RD-59012,2025-06-01 11:20:46,66.1,196,3,0.35
RD-40951,2025-06-03 07:54:58,13.2,409,3,5.37
RD-50204,2025-06-05 21:29:21,45.5,219,3,0.43
RD-51757,2025-06-07 20:16:32,55.0,305,2,0.11
RD-89119,2025-06-04 08:15:10,13.3,279,4,6.38
RD-41787,2025-06-06 09:30:30,49.7,264,3,9.15
RD-92582,2025-06-03 10:25:14,46.5,437,1,8.57
RD-60026,2025-06-07 09:29:46,53.9,499,3,6.52
RD-77987,2025-06-07 10:17:08,36.3,114,1,3.34
RD-89613,2025-06-01 13:19:35,66.3,116,3,3.49
RD-17303,2025-06-01 18:13:34,27.2,311,4,1.44
RD-32096,2025-06-06 18:18:09,15.5,660,3,5.94
RD-76046,2025-06-05 01:06:13,55.7,273,1,4.84
RD-76046,2025-06-04 06:31:19,44.7,348,3,8.76
RD-47857,2025-06-06 15:37:26,67.0,77,1,9.2
RD-28356,2025-06-05 18:16:38,23.0,825,4,9.28
RD-59012,2025-06-02 18:35:12,24.5,725,3,6.16
RD-50204,2025-06-07 19:56:45,70.6,493,2,2.41
RD-47857,2025-06-01 18:42:00,29.7,833,4,0.62
RD-92869,2025-06-01 20:10:44,37.3,457,3,9.85
RD-11106,2025-06-04 07:06:55,30.6,523,3,6.72
RD-73274,2025-06-01 20:31:09,52.5,407,1,0.96
RD-70214,2025-06-07 14:12:27,39.3,232,1,0.86
RD-59012,2025-06-02 07:57:00,19.3,1466,5,5.88
RD-92869,2025-06-07 17:19:47,10.6,1344,3,9.01
RD-37171,2025-06-04 07:27:14,20.2,971,3,7.97
RD-42922,2025-06-01 19:43:19,72.9,423,2,2.34
RD-89613,2025-06-03 08:16:35,18.2,508,3,6.37
RD-51757,2025-06-01 11:38:40,54.7,386,3,0.04
RD-89119,2025-06-02 08:09:09,13.7,874,4,2.8
RD-42510,2025-06-04 00:22:00,79.6,32,2,9.54
RD-89119,2025-06-05 17:38:51,16.1,867,3,8.06
RD-47857,2025-06-02 18:49:30,33.1,1223,3,7.9
RD-89613,2025-06-07 07:26:52,28.7,1252,4,3.1
RD-89119,2025-06-03 11:32:38,29.6,111,1,2.86
RD-42510,2025-06-05 17:28:35,36.1,452,5,3.6
RD-10255,2025-06-06 17:04:01,37.6,619,5,5.4
RD-65814,2025-06-03 14:51:50,53.3,126,1,2.53
RD-63576,2025-06-04 06:56:46,37.8,518,3,6.32
RD-40951,2025-06-01 21:29:02,76.6,54,3,5.11
RD-51757,2025-06-04 05:46:55,53.9,299,2,4.36
RD-42510,2025-06-01 08:01:19,22.3,530,5,6.04
RD-59045,2025-06-04 06:19:11,58.1,329,2,1.17
RD-29468,2025-06-01 19:53:27,25.3,193,3,2.29
RD-42922,2025-06-01 04:56:21,86.9,222,2,0.04
RD-65814,2025-06-06 08:47:47,25.1,825,4,6.08
RD-77987,2025-06-05 07:38:51,25.8,413,4,2.02
RD-28356,2025-06-01 08:53:17,13.3,382,5,0.1
RD-60026,2025-06-04 19:02:31,59.2,251,1,2.91
RD-41787,2025-06-07 20:01:15,37.5,235,1,8.31
RD-59045,2025-06-04 18:57:56,14.0,1108,3,1.56
RD-81084,2025-06-06 15:31:00,50.2,481,1,9.55
RD-42922,2025-06-05 07:04:49,21.5,1137,3,4.28
RD-59852,2025-06-06 19:38:54,58.8,259,1,4.94
RD-80345,2025-06-01 09:21:34,68.9,133,1,6.51
RD-63576,2025-06-03 18:45:55,20.6,1168,3,2.0
RD-12077,2025-06-05 18:51:25,29.2,1253,5,8.18
RD-94800,2025-06-02 09:04:57,45.5,429,3,5.13
RD-59045,2025-06-06 18:19:37,18.2,780,3,2.02
RD-15488,2025-06-02 14:30:58,45.3,219,2,5.41
RD-89119,2025-06-01 17:50:10,26.8,1484,5,5.39
RD-10255,2025-06-04 06:48:13,79.0,442,3,2.46
RD-70214,2025-06-03 20:43:21,38.2,329,3,2.9
RD-63576,2025-06-07 07:11:21,9.2,717,3,6.92
RD-81084,2025-06-05 18:40:34,22.3,710,4,4.1
RD-73274,2025-06-07 23:37:37,57.2,495,2,1.63
RD-17303,2025-06-07 06:29:53,64.8,332,2,5.22
RD-68269,2025-06-01 06:32:40,85.8,115,3,3.56
RD-76046,2025-06-05 20:58:30,67.7,176,2,5.27
RD-59852,2025-06-03 16:02:12,52.7,266,3,3.51
RD-18149,2025-06-07 09:46:05,63.4,198,3,6.68
RD-50204,2025-06-04 15:49:10,74.7,297,1,1.48
RD-10255,2025-06-07 10:50:58,28.3,395,1,4.86
RD-47857,2025-06-07 00:47:33,94.0,294,1,4.44
RD-92582,2025-06-06 19:52:54,54.4,407,1,9.43
RD-29468,2025-06-05 09:44:50,76.2,254,3,1.24
RD-74461,2025-06-07 06:24:43,43.4,340,3,3.89
RD-50204,2025-06-04 20:56:27,26.2,142,3,2.63
RD-18149,2025-06-05 06:41:02,63.8,340,3,3.34
RD-60026,2025-06-06 03:40:42,88.7,433,3,6.02
RD-88054,2025-06-01 07:50:21,30.2,967,3,9.9
RD-81084,2025-06-06 06:28:13,46.0,76,1,1.22
RD-38518,2025-06-04 16:25:03,39.3,398,3,9.89
RD-77987,2025-06-03 07:04:48,19.8,754,5,1.28
RD-63576,2025-06-01 11:38:59,56.2,362,3,9.84
RD-40951,2025-06-02 08:00:59,36.7,622,5,3.08
RD-41935,2025-06-02 13:23:03,69.0,276,1,5.02
RD-81084,2025-06-03 09:19:42,87.6,456,1,1.47
RD-17303,2025-06-07 09:48:31,31.9,167,1,8.81
RD-42922,2025-06-01 18:51:23,25.3,893,5,8.62
RD-73274,2025-06-05 18:00:29,23.0,340,4,5.93
RD-75458,2025-06-06 22:45:15,73.7,261,1,0.32
RD-40951,2025-06-04 17:01:14,13.7,836,4,9.74
RD-74461,2025-06-02 10:31:27,83.9,98,1,7.96
RD-65194,2025-06-03 16:11:22,49.9,165,2,6.72
RD-40951,2025-06-03 01:44:39,54.2,324,2,7.97
RD-30428,2025-06-07 06:24:14,36.7,468,2,3.17
RD-76046,2025-06-01 08:30:09,37.5,593,3,6.39
RD-65814,2025-06-06 07:12:42,26.2,593,5,5.21
RD-94800,2025-06-05 11:17:39,77.2,221,3,5.44
RD-42510,2025-06-02 13:53:23,42.3,422,1,9.13
RD-73274,2025-06-02 06:45:01,81.1,284,1,0.31
RD-89613,2025-06-03 06:40:12,48.8,465,2,9.42
RD-94800,2025-06-06 18:13:49,12.6,460,5,7.94
RD-50199,2025-06-03 16:48:42,48.8,216,3,5.08
RD-47857,2025-06-02 15:20:28,73.7,14,3,1.68
RD-37171,2025-06-06 19:56:20,47.9,362,3,0.57
RD-80345,2025-06-01 15:17:34,69.7,172,1,0.19
RD-60026,2025-06-03 19:27:00,78.6,350,3,4.06
RD-40951,2025-06-02 16:30:33,50.8,280,1,8.88
RD-32096,2025-06-04 18:50:11,22.9,332,4,9.12
RD-41787,2025-06-04 19:16:29,37.0,515,3,6.54
RD-89119,2025-06-03 18:40:07,42.3,408,4,9.37
RD-40951,2025-06-04 18:39:40,9.0,1168,4,8.37
RD-75458,2025-06-02 04:13:31,71.0,444,1,5.06
RD-41935,2025-06-03 14:51:47,51.1,181,2,8.85
RD-37171,2025-06-05 09:17:39,80.1,193,3,0.58
RD-59852,2025-06-06 00:10:45,47.4,66,3,4.59
RD-11106,2025-06-04 18:02:46,19.0,903,5,5.82
RD-28356,2025-06-07 08:08:44,22.8,1089,3,5.02
RD-38518,2025-06-01 17:14:08,13.8,690,4,9.77
RD-92869,2025-06-04 18:46:36,16.8,1488,4,7.74
RD-29468,2025-06-07 07:24:03,40.8,1260,5,1.88
RD-73274,2025-06-04 17:38:44,7.5,949,5,9.6
RD-81084,2025-06-07 07:50:18,36.8,585,5,3.88
RD-37171,2025-06-04 06:02:57,34.8,75,2,9.34
RD-80345,2025-06-05 08:22:32,26.2,747,3,5.15
RD-13357,2025-06-03 08:12:09,18.7,686,3,7.15
RD-81084,2025-06-01 13:52:12,80.3,116,2,8.79
RD-28356,2025-06-04 14:14:50,63.1,338,3,3.73
RD-88054,2025-06-07 06:49:03,82.2,369,2,5.13
RD-89613,2025-06-04 08:32:06,27.1,851,4,4.94
RD-81084,2025-06-03 19:32:47,45.4,435,3,2.5
RD-40171,2025-06-01 05:16:25,38.6,157,2,5.38
RD-32096,2025-06-01 08:57:24,9.0,1280,4,6.88
RD-89613,2025-06-02 19:05:03,34.5,466,2,4.51
RD-80345,2025-06-06 18:19:31,6.3,420,3,7.54
RD-68269,2025-06-05 07:40:17,36.8,449,4,5.22
RD-60026,2025-06-07 14:08:24,84.7,164,3,5.73
RD-40951,2025-06-05 17:48:16,35.6,885,3,7.86
RD-59852,2025-06-01 17:33:52,24.0,988,5,6.58
RD-40951,2025-06-04 22:09:08,90.4,170,3,8.24
RD-29468,2025-06-06 08:16:35,15.6,564,4,8.41
RD-75458,2025-06-06 08:22:07,8.9,1163,3,8.8
RD-29468,2025-06-02 08:50:18,28.7,1104,4,6.71
RD-37171,2025-06-01 05:28:08,28.7,525,1,1.09
RD-28356,2025-06-05 17:50:24,35.4,1049,4,5.64
RD-92869,2025-06-05 14:08:04,40.8,381,2,4.69
RD-59045,2025-06-05 15:43:32,86.5,15,2,9.47
RD-89119,2025-06-05 17:08:31,35.5,314,3,2.4
RD-29468,2025-06-01 22:06:23,86.0,399,2,5.02
RD-76046,2025-06-01 08:40:19,23.1,1231,4,4.18
RD-94800,2025-06-05 21:05:36,84.5,130,2,5.8
RD-19332,2025-06-07 08:06:12,24.6,425,4,4.84
RD-80345,2025-06-07 17:17:47,14.8,1339,3,2.78
RD-37171,2025-06-04 16:39:16,93.1,284,2,7.0
RD-92869,2025-06-04 23:44:52,58.9,394,3,8.54
RD-17303,2025-06-03 17:27:09,14.9,1059,3,8.4
RD-17303,2025-06-02 20:11:47,33.4,434,1,0.94
RD-75458,2025-06-02 14:50:17,43.1,514,1,0.43
RD-18149,2025-06-07 17:28:13,15.7,1030,5,8.33
RD-89119,2025-06-03 04:17:25,67.6,73,3,8.47
RD-32096,2025-06-06 10:53:41,87.7,141,3,4.74
RD-89119,2025-06-04 17:00:40,29.2,499,3,3.38
RD-81084,2025-06-04 08:08:07,8.7,427,4,8.53
RD-89119,2025-06-02 17:24:00,36.8,1070,5,8.24
RD-75458,2025-06-07 08:38:53,39.7,1108,4,6.74
RD-42510,2025-06-04 04:51:02,80.2,451,3,9.94
RD-50199,2025-06-05 15:25:10,67.5,129,1,1.65
RD-51757,2025-06-04 08:44:45,33.4,818,3,7.4
RD-60026,2025-06-06 14:32:00,40.5,170,3,0.86
RD-32096,2025-06-06 08:55:08,18.1,348,4,9.44
RD-68049,2025-06-04 05:18:17,71.9,408,1,6.12
RD-92582,2025-06-07 05:23:27,84.6,440,1,5.78
RD-76046,2025-06-05 06:19:34,88.8,286,3,9.97
RD-41935,2025-06-01 17:34:36,14.9,445,3,9.67
RD-29468,2025-06-03 17:33:44,36.9,1387,4,5.68
RD-77987,2025-06-04 12:56:35,35.4,504,1,5.93
RD-59045,2025-06-01 04:49:57,64.4,443,1,6.98
RD-47857,2025-06-02 08:58:00,40.3,352,4,5.21
RD-38518,2025-06-02 18:53:08,26.7,589,5,6.95
RD-41935,2025-06-03 07:56:13,15.5,513,3,8.37
RD-50204,2025-06-03 17:50:21,12.4,627,5,9.38
RD-40951,2025-06-03 10:28:23,74.0,325,1,3.03
RD-88054,2025-06-05 00:22:50,78.7,135,2,4.0
RD-12077,2025-06-04 06:16:07,46.1,135,3,2.08
RD-38518,2025-06-06 19:11:27,65.2,125,1,4.87
RD-94800,2025-06-04 23:34:32,78.3,472,1,6.74
RD-50199,2025-06-01 17:16:32,18.2,943,4,8.78
RD-38518,2025-06-05 22:43:46,51.7,384,3,8.84
RD-32096,2025-06-03 11:08:49,38.1,219,2,8.24
RD-13357,2025-06-02 17:04:02,25.9,738,4,9.0
RD-42922,2025-06-07 13:41:51,65.6,272,2,7.34
RD-74461,2025-06-03 21:26:32,44.8,129,1,7.4
RD-14705,2025-06-04 08:36:24,17.9,385,4,3.74
RD-42922,2025-06-03 19:06:04,65.7,487,2,3.14
RD-65814,2025-06-03 13:09:35,71.5,42,3,3.61
RD-42922,2025-06-02 03:44:49,86.5,344,2,1.38
RD-38518,2025-06-03 17:07:48,36.6,1466,3,9.46
RD-59752,2025-06-04 20:02:58,77.9,176,3,9.51
RD-60026,2025-06-02 03:43:38,56.5,286,1,9.65
RD-73274,2025-06-02 17:08:07,20.9,319,5,8.66
RD-92869,2025-06-03 19:45:12,85.0,132,3,7.2
RD-13357,2025-06-01 01:44:52,84.3,187,2,3.1
RD-15488,2025-06-02 22:29:46,75.5,219,3,4.2
RD-41935,2025-06-07 06:52:59,75.6,349,1,0.33
RD-74461,2025-06-05 19:09:09,87.5,521,2,3.85
RD-50204,2025-06-02 18:12:43,36.5,848,5,9.02
RD-59012,2025-06-06 09:40:02,55.8,182,1,4.96
RD-15488,2025-06-06 16:02:45,69.3,253,2,5.21
RD-12077,2025-06-01 14:45:06,87.2,71,1,1.18
RD-75458,2025-06-05 18:21:06,10.4,707,4,5.75
RD-73274,2025-06-03 22:45:27,50.1,240,3,5.59
RD-15488,2025-06-04 08:07:06,29.2,1324,5,3.9
RD-38518,2025-06-03 08:55:31,23.1,1104,4,7.05
RD-65814,2025-06-06 04:47:21,86.6,322,3,7.0
RD-19332,2025-06-01 07:09:21,34.2,961,4,6.8
RD-65814,2025-06-03 14:59:58,69.6,111,1,0.14
RD-92869,2025-06-03 19:21:20,69.3,392,3,8.79
RD-32096,2025-06-06 07:31:55,41.2,1196,5,2.24
RD-17303,2025-06-06 18:41:09,33.4,766,5,5.07
RD-37171,2025-06-04 18:55:41,28.9,356,3,7.04
RD-89613,2025-06-01 17:50:53,41.3,1422,4,5.45
RD-94800,2025-06-06 06:09:48,55.4,326,3,6.92
RD-89119,2025-06-07 07:45:14,26.2,1000,3,6.97
RD-41935,2025-06-06 09:38:50,69.2,294,3,3.56
RD-40171,2025-06-03 18:07:28,20.8,716,3,9.59
RD-81084,2025-06-02 00:29:37,79.7,447,2,3.45
RD-80345,2025-06-01 09:58:50,72.2,407,2,1.75
RD-76046,2025-06-06 17:50:43,35.5,969,4,3.84
